job_id,job_title,job_description,skills_required,certifications,industry,experience_level,education_required
2449,Cybersecurity Analyst 2449,"We are hiring a Cybersecurity Analyst in the IT industry. Candidate should have strong skills in Problem Solving, Java, Patient Care and demonstrate professional competency.","Problem Solving, Java, Patient Care",First Aid Certified,IT,Junior,12th Pass
2450,Research Scientist 2450,"We are hiring a Research Scientist in the E-commerce industry. Candidate should have strong skills in SQL, Cloud Computing, Teaching and demonstrate professional competency.","SQL, Cloud Computing, Teaching",Six Sigma,E-commerce,Manager,PhD
2451,Automobile Engineer 2451,"We are hiring a Automobile Engineer in the Education industry. Candidate should have strong skills in Problem Solving, Public Speaking, Marketing and demonstrate professional competency.","Problem Solving, Public Speaking, Marketing",Google Data Analytics,Education,Fresher,Diploma
2452,Retail Store Manager 2452,"We are hiring a Retail Store Manager in the Legal industry. Candidate should have strong skills in Project Management, C++, AutoCAD and demonstrate professional competency.","Project Management, C++, AutoCAD",Microsoft Azure,Legal,Manager,PhD
2453,Plumber 2453,"We are hiring a Plumber in the Telecommunications industry. Candidate should have strong skills in Teaching, Leadership, Customer Service and demonstrate professional competency.","Teaching, Leadership, Customer Service",Microsoft Azure,Telecommunications,Junior,ITI
2454,Cloud Engineer 2454,"We are hiring a Cloud Engineer in the Energy industry. Candidate should have strong skills in Teaching, Leadership, Java and demonstrate professional competency.","Teaching, Leadership, Java",Google Data Analytics,Energy,Fresher,MSc
2455,Teacher 2455,"We are hiring a Teacher in the Healthcare industry. Candidate should have strong skills in AutoCAD, Project Management, Customer Service and demonstrate professional competency.","AutoCAD, Project Management, Customer Service",First Aid Certified,Healthcare,Senior,B.Ed
2456,Data Analyst 2456,"We are hiring a Data Analyst in the Retail industry. Candidate should have strong skills in Marketing, Problem Solving, Cloud Computing and demonstrate professional competency.","Marketing, Problem Solving, Cloud Computing",TEFL,Retail,Manager,B.Ed
2457,Lab Technician 2457,"We are hiring a Lab Technician in the Pharmaceutical industry. Candidate should have strong skills in Content Creation, Machine Operation, SQL and demonstrate professional competency.","Content Creation, Machine Operation, SQL",Six Sigma,Pharmaceutical,Mid-Level,Diploma
2458,IoT Engineer 2458,"We are hiring a IoT Engineer in the E-commerce industry. Candidate should have strong skills in Cloud Computing, Patient Care, Machine Operation and demonstrate professional competency.","Cloud Computing, Patient Care, Machine Operation",Digital Marketing Certification,E-commerce,Junior,B.Ed
2459,Plumber 2459,"We are hiring a Plumber in the Pharmaceutical industry. Candidate should have strong skills in Communication, Excel, Public Speaking and demonstrate professional competency.","Communication, Excel, Public Speaking",Chartered Accountant,Pharmaceutical,Manager,B.Tech
2460,Recruiter 2460,"We are hiring a Recruiter in the Government industry. Candidate should have strong skills in Sales Strategy, Teaching, Python and demonstrate professional competency.","Sales Strategy, Teaching, Python",PMP,Government,Executive,BCom
2461,Real Estate Agent 2461,"We are hiring a Real Estate Agent in the IT industry. Candidate should have strong skills in Customer Service, Machine Operation, Marketing and demonstrate professional competency.","Customer Service, Machine Operation, Marketing",Six Sigma,IT,Executive,BSc
2462,Real Estate Agent 2462,"We are hiring a Real Estate Agent in the E-commerce industry. Candidate should have strong skills in SQL, Project Management, AutoCAD and demonstrate professional competency.","SQL, Project Management, AutoCAD",Six Sigma,E-commerce,Fresher,BSc
2463,Air Hostess 2463,"We are hiring a Air Hostess in the E-commerce industry. Candidate should have strong skills in Java, Public Speaking, Leadership and demonstrate professional competency.","Java, Public Speaking, Leadership",PMP,E-commerce,Manager,MBBS
2464,Blockchain Developer 2464,"We are hiring a Blockchain Developer in the Manufacturing industry. Candidate should have strong skills in Customer Service, Public Speaking, AutoCAD and demonstrate professional competency.","Customer Service, Public Speaking, AutoCAD",Scrum Master,Manufacturing,Fresher,ITI
2465,Environmental Engineer 2465,"We are hiring a Environmental Engineer in the Finance industry. Candidate should have strong skills in Data Analysis, Leadership, Sales Strategy and demonstrate professional competency.","Data Analysis, Leadership, Sales Strategy",Microsoft Azure,Finance,Mid-Level,B.Ed
2466,Accountant 2466,"We are hiring a Accountant in the Education industry. Candidate should have strong skills in Patient Care, Marketing, Cloud Computing and demonstrate professional competency.","Patient Care, Marketing, Cloud Computing",Microsoft Azure,Education,Manager,BA
2467,Cloud Engineer 2467,"We are hiring a Cloud Engineer in the Energy industry. Candidate should have strong skills in Communication, Leadership, Accounting and demonstrate professional competency.","Communication, Leadership, Accounting",Cisco CCNA,Energy,Junior,12th Pass
2468,Cloud Engineer 2468,"We are hiring a Cloud Engineer in the Manufacturing industry. Candidate should have strong skills in Cloud Computing, Accounting, Problem Solving and demonstrate professional competency.","Cloud Computing, Accounting, Problem Solving",Microsoft Azure,Manufacturing,Manager,MBA
2469,Data Analyst 2469,"We are hiring a Data Analyst in the Healthcare industry. Candidate should have strong skills in Cybersecurity, Excel, Python and demonstrate professional competency.","Cybersecurity, Excel, Python",Google Data Analytics,Healthcare,Junior,B.Tech
2470,Sales Executive 2470,"We are hiring a Sales Executive in the E-commerce industry. Candidate should have strong skills in Sales Strategy, Leadership, Python and demonstrate professional competency.","Sales Strategy, Leadership, Python",Google Data Analytics,E-commerce,Fresher,Diploma
2471,Logistics Coordinator 2471,"We are hiring a Logistics Coordinator in the Telecommunications industry. Candidate should have strong skills in Problem Solving, Sales Strategy, Machine Operation and demonstrate professional competency.","Problem Solving, Sales Strategy, Machine Operation",Google Data Analytics,Telecommunications,Manager,B.Ed
2472,Marketing Manager 2472,"We are hiring a Marketing Manager in the Telecommunications industry. Candidate should have strong skills in Public Speaking, Leadership, Problem Solving and demonstrate professional competency.","Public Speaking, Leadership, Problem Solving",Six Sigma,Telecommunications,Fresher,B.Ed
2473,UI/UX Designer 2473,"We are hiring a UI/UX Designer in the Education industry. Candidate should have strong skills in Accounting, Communication, Java and demonstrate professional competency.","Accounting, Communication, Java",IELTS,Education,Junior,BA
2474,Hotel Manager 2474,"We are hiring a Hotel Manager in the Defense industry. Candidate should have strong skills in Teaching, SQL, Project Management and demonstrate professional competency.","Teaching, SQL, Project Management",IELTS,Defense,Manager,MBA
2475,Marine Biologist 2475,"We are hiring a Marine Biologist in the E-commerce industry. Candidate should have strong skills in Public Speaking, Java, Customer Service and demonstrate professional competency.","Public Speaking, Java, Customer Service",Microsoft Azure,E-commerce,Executive,Diploma
2476,UI/UX Designer 2476,"We are hiring a UI/UX Designer in the Real Estate industry. Candidate should have strong skills in Customer Service, Accounting, Machine Operation and demonstrate professional competency.","Customer Service, Accounting, Machine Operation",Chartered Accountant,Real Estate,Senior,Diploma
2477,Supply Chain Manager 2477,"We are hiring a Supply Chain Manager in the Hospitality industry. Candidate should have strong skills in Leadership, Teaching, Project Management and demonstrate professional competency.","Leadership, Teaching, Project Management",Digital Marketing Certification,Hospitality,Executive,BA
2478,DevOps Engineer 2478,"We are hiring a DevOps Engineer in the Hospitality industry. Candidate should have strong skills in Cybersecurity, Python, Patient Care and demonstrate professional competency.","Cybersecurity, Python, Patient Care",Chartered Accountant,Hospitality,Executive,12th Pass
2479,Counselor 2479,"We are hiring a Counselor in the IT industry. Candidate should have strong skills in Python, Customer Service, Excel and demonstrate professional competency.","Python, Customer Service, Excel",PMP,IT,Junior,12th Pass
2480,Automobile Engineer 2480,"We are hiring a Automobile Engineer in the Finance industry. Candidate should have strong skills in Communication, SQL, Python and demonstrate professional competency.","Communication, SQL, Python",Scrum Master,Finance,Mid-Level,MBBS
2481,Logistics Coordinator 2481,"We are hiring a Logistics Coordinator in the Finance industry. Candidate should have strong skills in Customer Service, Java, SQL and demonstrate professional competency.","Customer Service, Java, SQL",TEFL,Finance,Fresher,BA
2482,Factory Supervisor 2482,"We are hiring a Factory Supervisor in the Telecommunications industry. Candidate should have strong skills in C++, SQL, Content Creation and demonstrate professional competency.","C++, SQL, Content Creation",PMP,Telecommunications,Senior,MSc
2483,Supply Chain Manager 2483,"We are hiring a Supply Chain Manager in the Manufacturing industry. Candidate should have strong skills in Excel, Machine Operation, Content Creation and demonstrate professional competency.","Excel, Machine Operation, Content Creation",Chartered Accountant,Manufacturing,Senior,BCom
2484,Photographer 2484,"We are hiring a Photographer in the Hospitality industry. Candidate should have strong skills in C++, Problem Solving, Accounting and demonstrate professional competency.","C++, Problem Solving, Accounting",Scrum Master,Hospitality,Mid-Level,B.Tech
2485,Marketing Manager 2485,"We are hiring a Marketing Manager in the Media industry. Candidate should have strong skills in Python, AutoCAD, Public Speaking and demonstrate professional competency.","Python, AutoCAD, Public Speaking",Microsoft Azure,Media,Manager,12th Pass
